title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,url,categoryName,categories/5,categories/6,categories/7,categories/8,categories/9,imageUrl
Saung Ririungan Serang,4.4,1641.0,Jl. KH.Sulaeman No.32A,Kota Serang,Banten,ID,,+62 896-3177-8781,Restoran Sunda,Restoran Keluarga,Restoran,,,https://www.google.com/maps/search/?api=1&query=Saung%20Ririungan%20Serang&query_place_id=ChIJcY065i-LQS4RSQ4-F55QL9I,Restoran Sunda,,,,,,
Satu Tempat Cafe & Resto,4.6,946.0,Jl. Bukit Permai No.31,Kota Serang,Banten,ID,,+62 812-1227-5896,Restoran,,,,,https://www.google.com/maps/search/?api=1&query=Satu%20Tempat%20Cafe%20%26%20Resto&query_place_id=ChIJXUN8Nq-LQS4RfCjyeSqA9Bw,Restoran,,,,,,
Burger King Serang,4.4,1626.0,Jl. Pangeran Diponegoro No.10,Kota Serang,Banten,ID,,,Restoran,,,,,https://www.google.com/maps/search/?api=1&query=Burger%20King%20Serang&query_place_id=ChIJkW2ypBaLQS4R8edRcyasW48,Restoran,,,,,,
Kiri Coffee and Eatery,4.7,695.0,"Jl. Lingkar Selatan Jl. Ciracas, Serang, Kec. Serang, Kota Serang",Kota Serang,Banten,ID,https://instagram.com/kiricoffee_,+62 813-6666-0488,Kafe,Kedai Kopi,,,,https://www.google.com/maps/search/?api=1&query=Kiri%20Coffee%20and%20Eatery&query_place_id=ChIJd22MyCmLQS4RiVTZX6HTvCA,Kafe,,,,,,
Kampung Kecil Serang,4.9,17476.0,Jl. Term. A. Khatib Serang No.13,Kota Serang,Banten,ID,,+62 822-1300-0981,Restoran Sunda,,,,,https://www.google.com/maps/search/?api=1&query=Kampung%20Kecil%20Serang&query_place_id=ChIJFedA7MGLQS4RdPfRD2irdZI,Restoran Sunda,,,,,,
Rempah Bakar Serang,4.8,2152.0,Jl. Kolonel Tubagus Suwandi,Kota Serang,Banten,ID,https://www.instagram.com/rempahbakar.id/?hl=en,+62 813-8042-2871,Restoran Indonesia,Kafe,,,,https://www.google.com/maps/search/?api=1&query=Rempah%20Bakar%20Serang&query_place_id=ChIJrxAT30D1QS4RGXYyPP85alY,Restoran Indonesia,,,,,,
Kopi Jelita Cafe,4.5,517.0,Jl. Jend. Sudirman No.101,Kota Serang,Banten,ID,https://www.iqos.com/id/id/home.html?utm_id=91269548&utm_campaign=PMI_Listings&utm_source=gmb&utm_medium=organic&utm_content=IQOS_Store&utm_term=id_IQOS_Store&utm_cgid=SEAR-MAPS,,Kedai Kopi,,,,,https://www.google.com/maps/search/?api=1&query=Kopi%20Jelita%20Cafe&query_place_id=ChIJme2wJbr1QS4Rb7XFNUE_e8U,Kedai Kopi,,,,,,
Kopi Calf To Go Serang,4.9,1128.0,Jl. Jenderal Ahmad Yani Serang No.119c,Kota Serang,Banten,ID,,+62 813-1390-6449,Kedai Kopi,,,,,https://www.google.com/maps/search/?api=1&query=Kopi%20Calf%20To%20Go%20Serang&query_place_id=ChIJI8IgFsj1QS4R62XdsJFsO-0,Kedai Kopi,,,,,,
RM Taktakan (Sop Ikan),4.4,2390.0,"V5J3+RM8, Jl. Moh. Yusuf Martadilaga",Kota Serang,Banten,ID,,,Restoran Sup,Rumah Makan,Restoran ikan,,,https://www.google.com/maps/search/?api=1&query=RM%20Taktakan%20(Sop%20Ikan)&query_place_id=ChIJAQDar9WKQS4RyGukoKkhQk8,Restoran Sup,,,,,,
Sari Kuring Indah Ciracas,4.4,1657.0,"V4FR+5W8, Jalan Tb. Suwandi Lingk",Kota Serang,Banten,ID,,+62 254 213444,Restoran Sunda,,,,,https://www.google.com/maps/search/?api=1&query=Sari%20Kuring%20Indah%20Ciracas&query_place_id=ChIJfxMf2cSKQS4Rv_NKDejLF8o,Restoran Sunda,,,,,,
Duren Story Unyur,4.9,3074.0,Jl. Raya Banten,Kota Serang,Banten,ID,https://www.instagram.com/durenstory,+62 877-7827-7727,Restoran,Kafe,,,,https://www.google.com/maps/search/?api=1&query=Duren%20Story%20Unyur&query_place_id=ChIJH1EOVLqLQS4RhzMeabouSJA,Restoran,,,,,,
Bebek Boedjang - Serang,4.8,3925.0,Jl. Yusuf Martadilaga Serang,Kota Serang,Banten,ID,https://makanbang.id/menus/48,+62 851-1701-1438,Rumah Makan,,,,,https://www.google.com/maps/search/?api=1&query=Bebek%20Boedjang%20-%20Serang&query_place_id=ChIJJ-_A1WmLQS4RFrlxzLriTIY,Rumah Makan,,,,,,
Labbaik Chicken Ciracas,4.6,1315.0,Jl. Lingkar Selatan No.184,Kota Serang,Banten,ID,https://www.labbaikchicken.co.id/,+62 877-7197-7781,Restoran Masakan Ayam,Restoran cepat saji,,,,https://www.google.com/maps/search/?api=1&query=Labbaik%20Chicken%20Ciracas&query_place_id=ChIJK0hobMWKQS4R_VVtIOozV3c,Restoran Masakan Ayam,,,,,,
Joffi Ramen Bintaro,4.8,1964.0,Jl. Merpati No.1-19,Kota Tangerang Selatan,Banten,ID,,+62 823-1818-5306,Restoran Jepang,,,,,https://www.google.com/maps/search/?api=1&query=Joffi%20Ramen%20Bintaro&query_place_id=ChIJQwmJMQDlaS4RLVn4HqiI_hQ,Restoran Jepang,,,,,,
Saung Liwet Bancakan Serang,4.4,1969.0,"Jl. Puri Raya Jl. Ciracas No.8, RT..01/RW.14",Kota Serang,Banten,ID,,+62 877-7632-3929,Restoran Sunda,,,,,https://www.google.com/maps/search/?api=1&query=Saung%20Liwet%20Bancakan%20Serang&query_place_id=ChIJ4RoZts-KQS4RU9ONtWpYzEE,Restoran Sunda,,,,,,
My Kopi-O!,4.6,2458.0,"V54G+849, Jl. Raya Petir - Serang Cipocok",Kota Serang,Banten,ID,http://mykopiogroup.id/,+62 811-132-110,Kafe,Kedai Kopi,,,,https://www.google.com/maps/search/?api=1&query=My%20Kopi-O!&query_place_id=ChIJXdpf2w71QS4R6phNofYRHe4,Kafe,,,,,,
Kayu Menjangan,4.3,3881.0,Jl. Menjangan Raya,Kota Tangerang Selatan,Banten,ID,http://www.royalsuteragroup.com/,+62 21 29510666,Restoran,,,,,https://www.google.com/maps/search/?api=1&query=Kayu%20Menjangan&query_place_id=ChIJl2fW0JzxaS4RoIKGAh_EMnI,Restoran,,,,,,
Richeese Factory Aria Putra,4.3,3670.0,"Jl. Aria Putra, RT.01/RW.05",Kota Tangerang Selatan,Banten,ID,http://richeesefactory.com/,+62 21 1500220,Restoran cepat saji,Restoran,,,,https://www.google.com/maps/search/?api=1&query=Richeese%20Factory%20Aria%20Putra&query_place_id=ChIJe5icCe7vaS4RQp9vb8ihIZE,Restoran cepat saji,,,,,,
Saung Edi Serang,4.3,1720.0,Jl. Bhayangkara No.1,Kota Serang,Banten,ID,,+62 254 200345,Restoran Sunda,Restoran,,,,https://www.google.com/maps/search/?api=1&query=Saung%20Edi%20Serang&query_place_id=ChIJ8zkmTzn1QS4R6ML1SxOd8lY,Restoran Sunda,,,,,,
Pondok makan Sate dan Sop Putri Asmawi,4.3,619.0,,Kota Serang,Banten,ID,,,Restoran Sate,,,,,https://www.google.com/maps/search/?api=1&query=Pondok%20makan%20Sate%20dan%20Sop%20Putri%20Asmawi&query_place_id=ChIJmxK-Gu2LQS4RM1gTgwqK9S0,Restoran Sate,,,,,,
McDonald's Menjangan,4.4,6550.0,"PP3P+V24, Jl. Kihajar Dewantara",Kota Tangerang Selatan,Banten,ID,,+62 811-1549-426,Restoran cepat saji,Kedai Sarapan,,,,https://www.google.com/maps/search/?api=1&query=McDonald's%20Menjangan&query_place_id=ChIJbR78ygTwaS4Rlp6MGJtycpI,Restoran cepat saji,,,,,,
THE W BINTARO,4.7,539.0,Jl. Merpati No.205,Kota Tangerang Selatan,Banten,ID,,+62 811-8676-212,Restoran,,,,,https://www.google.com/maps/search/?api=1&query=THE%20W%20BINTARO&query_place_id=ChIJmU0fEMLxaS4Ro45nQb8OHBs,Restoran,,,,,,
Popeyes U-TOWN UPJ,4.8,1490.0,"MPWF+P57, Jl. Boulevard UPJ",Kota Tangerang Selatan,Banten,ID,,,Restoran Masakan Ayam,,,,,https://www.google.com/maps/search/?api=1&query=Popeyes%20U-TOWN%20UPJ&query_place_id=ChIJW1iHNgDlaS4RmiKMCBv6xYk,Restoran Masakan Ayam,,,,,,
Dadar Beredar - Ciputat,4.6,1071.0,Jl. Ir H. Juanda No.60,Kota Tangerang Selatan,Banten,ID,https://www.instagram.com/dadarberedar/,+62 877-0060-2555,Rumah Makan,,,,,https://www.google.com/maps/search/?api=1&query=Dadar%20Beredar%20-%20Ciputat&query_place_id=ChIJd_ZPKwDraS4Ra6_vqhRtr9w,Rumah Makan,,,,,,
Bakso Titoti,4.5,2560.0,Jl. Aria Putra No.4,Kota Tangerang Selatan,Banten,ID,,+62 852-1688-4000,Restoran Bakso,,,,,https://www.google.com/maps/search/?api=1&query=Bakso%20Titoti&query_place_id=ChIJ0ZyKGTr3aS4R9T2cvkDjjDQ,Restoran Bakso,,,,,,
Pool Rosalia Indah Transport Ciputat,4.5,3047.0,Jl. RE Martadinata No.8,Kota Tangerang Selatan,Banten,ID,,+62 21 7441256,Agen Tiket Bus,Layanan Transportasi,,,,https://www.google.com/maps/search/?api=1&query=Pool%20Rosalia%20Indah%20Transport%20Ciputat&query_place_id=ChIJcXtoaMDvaS4RIk1ItohcsmM,Agen Tiket Bus,,,,,,
Bintaro Hill,4.4,739.0,"Komplek, Jl. Merpati",Kota Tangerang Selatan,Banten,ID,,,Komplek perumahan,,,,,https://www.google.com/maps/search/?api=1&query=Bintaro%20Hill&query_place_id=ChIJM7nErVTlaS4RLLNKmVWWGAo,Komplek perumahan,,,,,,
Benteng Surosowan,4.5,1916.0,X564+P79,Kota Serang,Banten,ID,,,Bangunan Bersejarah,Benteng,Tujuan Wisata,,,https://www.google.com/maps/search/?api=1&query=Benteng%20Surosowan&query_place_id=ChIJ8ZZbjtSMQS4RgmtfKYr1lR8,Bangunan Bersejarah,,,,,,
WuffySpace Raya Bintaro - Playground Cafe,4.7,1609.0,"Jl. Aria Putra No.10, RT.1/RW.5",Kota Tangerang Selatan,Banten,ID,https://instagram.com/wuffyspace_raya,,Arena Bermain Anak-Anak,Taman Bermain Dalam Ruangan,Taman bermain,,,https://www.google.com/maps/search/?api=1&query=WuffySpace%20Raya%20Bintaro%20-%20Playground%20Cafe&query_place_id=ChIJvTBITcvlaS4R1cAGdCql0hc,Arena Bermain Anak-Anak,,,,,,
Rumah Apung Pulau Burung,4.5,717.0,Pulau Burung,Kota Serang,Banten,ID,https://linktr.ee/rumahapungpulauburung/,+62 818-1817-7919,Restoran Indonesia,,,,,https://www.google.com/maps/search/?api=1&query=Rumah%20Apung%20Pulau%20Burung&query_place_id=ChIJK11cSADzQS4RrxwuPF5JiwY,Restoran Indonesia,,,,,,
Ramayana Ciputat,4.2,9482.0,Jl. Dewi Sartika No.1,Kota Tangerang Selatan,Banten,ID,http://www.ramayana.co.id/,,Toserba,,,,,https://www.google.com/maps/search/?api=1&query=Ramayana%20Ciputat&query_place_id=ChIJaeH_iNT4aS4RXTTkGl-nKkA,Toserba,,,,,,
Keraton Kaibon,4.5,2367.0,"X546+H9C, Kasunyatan, 42191 Kesemen, Serang, Indonesia, Jl. Raya",Kota Serang,Banten,ID,,,Bangunan Bersejarah,,,,,https://www.google.com/maps/search/?api=1&query=Keraton%20Kaibon&query_place_id=ChIJax4cbC3zQS4RVX3NmpTk3o0,Bangunan Bersejarah,,,,,,
Bebek Carok - Serang,4.9,3753.0,"Ruko Depan Komplek RSS PEMDA, Jl. Raya Petir - Serang",Kota Serang,Banten,ID,https://www.instagram.com/bebekcarok/,+62 857-0400-5098,Restoran,,,,,https://www.google.com/maps/search/?api=1&query=Bebek%20Carok%20-%20Serang&query_place_id=ChIJCxiSIYUp1i0RBx_7oY3C1e0,Restoran,,,,,,
Warung Kondre,4.0,1585.0,Jl. Raya Jkt - Bogor,Kota Tangerang Selatan,Banten,ID,https://www.instagram.com/warungkondre/,+62 823-4446-8891,Kedai Kopi,,,,,https://www.google.com/maps/search/?api=1&query=Warung%20Kondre&query_place_id=ChIJWU9YfHXvaS4RqEqS8sIStq0,Kedai Kopi,,,,,,
RM Pecak Bandeng Sawah Luhur,4.3,1107.0,X694+9Q2,Kota Serang,Banten,ID,,+62 818-829-459,Restoran Seafood,Rumah Makan,,,,https://www.google.com/maps/search/?api=1&query=RM%20Pecak%20Bandeng%20Sawah%20Luhur&query_place_id=ChIJr6gBOVXyQS4RabivvIHSCdY,Restoran Seafood,,,,,,
Buni Manten,4.5,896.0,Jl. Kihajar Dewantara,Kota Tangerang Selatan,Banten,ID,http://www.bunimanten.com/,+62 812-9333-7578,Gedung Pernikahan,,,,,https://www.google.com/maps/search/?api=1&query=Buni%20Manten&query_place_id=ChIJXY6ELRvwaS4RVJnRkQIKq-0,Gedung Pernikahan,,,,,,
Rumah Makan Bu Entin,4.3,7071.0,Jl. Raya Serang - Pandeglang No.KM. 5,Kota Serang,Banten,ID,,+62 812-8991-4460,Restoran Seafood,Rumah Makan,Restoran Indonesia,Restoran Sunda,,https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Bu%20Entin&query_place_id=ChIJlyRjHwAgQi4RpX_5XseAqeo,Restoran Seafood,,,,,,
BFC Mini Farm (Bintaro Farm Center),4.4,528.0,"Jalan Jl. Baitis Salmah Kavling No.123, RT.03/RW.07",Kota Tangerang Selatan,Banten,ID,http://www.wisataedukasi.com/,+62 812-8098-908,Taman Hiburan,Pertanian,Toko Pertanian,Biro Wisata,Tujuan Wisata,https://www.google.com/maps/search/?api=1&query=BFC%20Mini%20Farm%20(Bintaro%20Farm%20Center)&query_place_id=ChIJKSm1e6D6aS4RUfW3hgScNI4,Taman Hiburan,,,,,,
Smiljan Coffee,4.8,621.0,Jl. Merpati II,Kota Tangerang Selatan,Banten,ID,,+62 812-8783-1684,Kedai Kopi,Kafe,Restoran,,,https://www.google.com/maps/search/?api=1&query=Smiljan%20Coffee&query_place_id=ChIJoR05QcDlaS4R1qSU8Lo0CNQ,Kedai Kopi,,,,,,
Warung Nini - Serang,4.8,3990.0,Jl. Raya Serang Pandeglang,Kota Serang,Banten,ID,https://makanbang.id/menus/96,+62 857-2903-6300,Restoran,,,,,https://www.google.com/maps/search/?api=1&query=Warung%20Nini%20-%20Serang&query_place_id=ChIJr39Ia-b1QS4Rl8057VfM0lI,Restoran,,,,,,
Starbucks Coffee Rest Area Km 7,4.6,1772.0,"PP48+542, Jl. Rest Area KM VII",Kota Tangerang Selatan,Banten,ID,http://www.starbucks.co.id/,+62 21 7458399,Kedai Kopi,,,,,https://www.google.com/maps/search/?api=1&query=Starbucks%20Coffee%20Rest%20Area%20Km%207&query_place_id=ChIJLaYcBq_6aS4RfMebzw1DGV0,Kedai Kopi,,,,,,
WINGLOK Hongkong Dimsum Bintaro,4.8,2784.0,Bintaro Jaya Sektor IX B9/HI.2 No. 11,Kota Tangerang Selatan,Banten,ID,https://www.instagram.com/winglokdimsumofficial/,+62 811-1813-789,Restoran Dim Sum,Restoran China,,,,https://www.google.com/maps/search/?api=1&query=WINGLOK%20Hongkong%20Dimsum%20Bintaro&query_place_id=ChIJt1Azd3n7aS4RxAnEzpvmTS0,Restoran Dim Sum,,,,,,
Wheels Coffee Roasters - Heritage Bintaro,4.9,3315.0,Jl. Jend. Sudirman No.6 Blok A2,Kota Tangerang Selatan,Banten,ID,http://wheelscoffeeroasters.com/,+62 812-8485-8610,Kedai Kopi,,,,,https://www.google.com/maps/search/?api=1&query=Wheels%20Coffee%20Roasters%20-%20Heritage%20Bintaro&query_place_id=ChIJtRJaHdv7aS4RKckFv5-kxKc,Kedai Kopi,,,,,,
Benteng Speelwijk,4.6,2181.0,"X592+G74, Kampung Pamarican",Kota Serang,Banten,ID,,+62 823-1191-9797,Bangunan Bersejarah,Tujuan Wisata,,,,https://www.google.com/maps/search/?api=1&query=Benteng%20Speelwijk&query_place_id=ChIJq6qqqtfyQS4Rf_bMgqPNgVo,Bangunan Bersejarah,,,,,,
Kandank Jurank Creative Park,4.5,1691.0,"Alvita, Kompleks Alvita Blok Q No. 14, Blok Q",Kota Tangerang Selatan,Banten,ID,https://www.instagram.com/kandankjurank,+62 21 74631934,Taman,Pusat Kesenian,Sekolah Kesenian,Organisasi Seni,Kafe,https://www.google.com/maps/search/?api=1&query=Kandank%20Jurank%20Creative%20Park&query_place_id=ChIJCUSg3wbwaS4R68TDAe5Ftdc,Taman,,,,,,
Pemancingan Serang Hijau,4.2,1083.0,V54J+FR5,Kota Serang,Banten,ID,,,Restoran Ikan Bakar,,,,,https://www.google.com/maps/search/?api=1&query=Pemancingan%20Serang%20Hijau&query_place_id=ChIJIwnCJWj1QS4RHvfuBgb6aUw,Restoran Ikan Bakar,,,,,,
Bakoel Koffie Bintaro,4.4,1354.0,Blk. F-G Jl. Wahid Hasyim No.12/37,Kota Tangerang Selatan,Banten,ID,http://www.bakoelkoffie.com/,+62 21 74863443,Kedai Kopi,Kedai Sarapan,,,,https://www.google.com/maps/search/?api=1&query=Bakoel%20Koffie%20Bintaro&query_place_id=ChIJO4c35nfwaS4R1sgMcIlJdoY,Kedai Kopi,,,,,,
Starbucks Coffee - Mall Bintaro Jaya Xchange,4.6,559.0,"Mall Bintaro Jaya Xchange, JL Boulevard Jaya No.Sektor 7 Lantai Lower Ground",Kota Tangerang Selatan,Banten,ID,,+62 21 29864966,Kedai Kopi,,,,,https://www.google.com/maps/search/?api=1&query=Starbucks%20Coffee%20-%20Mall%20Bintaro%20Jaya%20Xchange&query_place_id=ChIJtz8yvwvwaS4RuUAAkWq2Hg4,Kedai Kopi,,,,,,
Bagi Kopi Ciputat - Jombang,4.9,1254.0,Jl. Ciputat - Jombang No.9,Kota Tangerang Selatan,Banten,ID,https://www.bagikopi.id/,+62 851-6631-9694,Kedai Kopi,,,,,https://www.google.com/maps/search/?api=1&query=Bagi%20Kopi%20Ciputat%20-%20Jombang&query_place_id=ChIJIcFBBgDlaS4RufMcjKoQa0o,Kedai Kopi,,,,,,
Rummah Go'A,4.4,2137.0,"PP5G+PMC, Gg. Garuda I No.109, RT.1/RW.2",Kota Tangerang Selatan,Banten,ID,http://www.instagram.com/rummahgoa,+62 812-8811-0008,Kafe seni,,,,,https://www.google.com/maps/search/?api=1&query=Rummah%20Go'A&query_place_id=ChIJiwYNQ__xaS4RvUpOKykcFuI,Kafe seni,,,,,,
Bi Coffee,4.5,3173.0,Jl. Suka Bakti 1 Blok A1 No.5,Kota Tangerang Selatan,Banten,ID,https://linktr.ee/bicoffeeid,,Restoran,Kafe,Restoran Keluarga,,,https://www.google.com/maps/search/?api=1&query=Bi%20Coffee&query_place_id=ChIJ59bGNE7laS4Rwpj-z77keik,Restoran,,,,,,
Kopi Kebun,4.6,1209.0,Jl. Cendrawasih 1 No.59,Tangerang,Banten,ID,https://www.instagram.com/kopikebun.bintaro/,+62 856-9195-9235,Kedai Kopi,,,,,https://www.google.com/maps/search/?api=1&query=Kopi%20Kebun&query_place_id=ChIJMfQ69kb7aS4R-39SmVIfpiI,Kedai Kopi,,,,,,
BXSea Oceanarium,4.9,15663.0,"Bintaro Jaya Xchange Mall 2, Jalan Sektor VII No.2 Lt. B1 - B2",Kota Tangerang Selatan,Banten,ID,http://bxsea.co.id/,+62 851-8312-1512,Akuarium,,,,,https://www.google.com/maps/search/?api=1&query=BXSea%20Oceanarium&query_place_id=ChIJ9ZkZrUDxaS4RF70QT_NI9PA,Akuarium,,,,,,
Starbucks Coffee Bintaro Jaya Sektor 9,4.6,2199.0,Jl. CBD No.9,Kota Tangerang Selatan,Banten,ID,,+62 21 7457869,Kedai Kopi,Kedai Sarapan,Kafe,,,https://www.google.com/maps/search/?api=1&query=Starbucks%20Coffee%20Bintaro%20Jaya%20Sektor%209&query_place_id=ChIJPQAAAL36aS4RoZdhl3s9lfk,Kedai Kopi,,,,,,
Heritage Lifestyle Hub Bintaro,4.6,1068.0,Jl. Jend. Sudirman No.6 Blok A2,Kota Tangerang Selatan,Banten,ID,https://www.heritagefactoryoutlet.com/,+62 21 7452772,Mal outlet,,,,,https://www.google.com/maps/search/?api=1&query=Heritage%20Lifestyle%20Hub%20Bintaro&query_place_id=ChIJRbZkNZ76aS4RFAp7H27WeH0,Mal outlet,,,,,,
Talaga Sampireun - Bintaro,4.7,19833.0,"Kawasan Niaga Bintaro, Jl. Boulevard Bintaro Jaya Blok B7/N1",Kota Tangerang Selatan,Banten,ID,https://www.instagram.com/talagasampireun/,+62 812-8090-8132,Restoran Sunda,Restoran Indonesia,Restoran Seafood,,,https://www.google.com/maps/search/?api=1&query=Talaga%20Sampireun%20-%20Bintaro&query_place_id=ChIJr_TBUwvwaS4R5e6jeLxCWnU,Restoran Sunda,,,,,,
SEDJUK BAKMI & KOPI BINTARO,4.7,2836.0,Jl. Merpati No.8,Kota Tangerang Selatan,Banten,ID,https://sedjuk.com/,+62 811-1922-3076,Restoran,,,,,https://www.google.com/maps/search/?api=1&query=SEDJUK%20BAKMI%20%26%20KOPI%20BINTARO&query_place_id=ChIJtRdaW4DxaS4RCPOLQmyb4_w,Restoran,,,,,,
7 Dials Coffee,4.6,607.0,Jl. Pd. Pucung Raya No.10,Kota Tangerang Selatan,Banten,ID,,+62 818-0891-4883,Kafe,Kedai Kopi,,,,https://www.google.com/maps/search/?api=1&query=7%20Dials%20Coffee&query_place_id=ChIJj96h2p76aS4RhQDy8DcHCp4,Kafe,,,,,,
Lot 9 Cafe & Restaurant,4.5,7280.0,Jl. Bintaro Utama 9 No.78,Kota Tangerang Selatan,Banten,ID,,+62 21 22210455,Restoran,Kafe,Kedai Kopi,,,https://www.google.com/maps/search/?api=1&query=Lot%209%20Cafe%20%26%20Restaurant&query_place_id=ChIJqwO5YZj6aS4RpUl9cNSMRQw,Restoran,,,,,,
Dapoer Kebun,4.6,1639.0,"Jl. Cendrawasih 1 No.59, RT.05/RW.02",Kota Tangerang Selatan,Banten,ID,,,Restoran,,,,,https://www.google.com/maps/search/?api=1&query=Dapoer%20Kebun&query_place_id=ChIJORUFQFn7aS4R62zaObFgjxA,Restoran,,,,,,
Alun Alun Malingping,4.3,4429.0,,Kabupaten Lebak,Banten,ID,,,Taman,Tujuan Wisata,,,,https://www.google.com/maps/search/?api=1&query=Alun%20Alun%20Malingping&query_place_id=ChIJW6H2MwBZQi4RHaEKNndUF30,Taman,,,,,,
Teras Oceanarium by Plataran,4.8,981.0,"Bintaro Jaya Xchange Mall, CBD Bintaro Jaya, Jl. Sektor VII No.2 LG unit F15",Kota Tangerang,Banten,ID,https://www.plataran.com/teras-by-plataran/bintaro,+62 811-1051-6796,Restoran,,,,,https://www.google.com/maps/search/?api=1&query=Teras%20Oceanarium%20by%20Plataran&query_place_id=ChIJ2ZUXAsn7aS4R6Skamtlm-HY,Restoran,,,,,,
Kedai Kita Bintaro,4.9,4414.0,,Kota Tangerang Selatan,Banten,ID,,+62 21 35296775,Restoran Keluarga,,,,,https://www.google.com/maps/search/?api=1&query=Kedai%20Kita%20Bintaro&query_place_id=ChIJPZf5SAD7aS4Rf7uX6DRDofM,Restoran Keluarga,,,,,,
Bebek Kaleyo Bintaro,4.6,5252.0,"bintaro sektor 9, Bintaro Jl. Pd. Jaya No.10",Kota Tangerang Selatan,Banten,ID,http://www.kaleyo.com/,+62 811-8116-442,Restoran Jawa,Restoran Asia,,,,https://www.google.com/maps/search/?api=1&query=Bebek%20Kaleyo%20Bintaro&query_place_id=ChIJ3____2L6aS4RukV_YhqvKqo,Restoran Jawa,,,,,,
Kampung kecil ciputat,5.0,22700.0,"Paradise Resort City, Boulevard Paradise Resort Kavling C3 dan C5 ciputat",Kota Tangerang Selatan,Banten,ID,https://www.instagram.com/kampungkecil_official,+62 811-1119-265,Restoran,,,,,https://www.google.com/maps/search/?api=1&query=Kampung%20kecil%20ciputat&query_place_id=ChIJBf8mu93vaS4R5CYl-PiCIuM,Restoran,,,,,,
Bebek Carok - Bintaro,4.7,2985.0,"Jl.Jenderal Sudirman Sektor.7 , Bintaro Trade Center ( BTC ). Blok A1-11",Kota Tangerang Selatan,Banten,ID,https://www.instagram.com/bebekcarok/,,Restoran,,,,,https://www.google.com/maps/search/?api=1&query=Bebek%20Carok%20-%20Bintaro&query_place_id=ChIJl5WluZOfeC4R4UhfZ90kwCY,Restoran,,,,,,
Kebun Teh Organik Harendong,4.4,608.0,59W9+M67,Kabupaten Lebak,Banten,ID,http://www.harendong.com/,+62 21 30042065,Taman,,,,,https://www.google.com/maps/search/?api=1&query=Kebun%20Teh%20Organik%20Harendong&query_place_id=ChIJ6_dNcV59Qi4RwvjAuRvo4Pk,Taman,,,,,,
SAI RAMEN 再ラーメン SYNERGY,4.5,1556.0,"Jl. Jalur Sutera Bar. No.Kav 17, RT.002/RW.003",Kota Tangerang,Banten,ID,https://www.instagram.com/sai.ramen/,,Restoran Ramen,,,,,https://www.google.com/maps/search/?api=1&query=SAI%20RAMEN%20%E5%86%8D%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3%20SYNERGY&query_place_id=ChIJ7f-phF0HQi4Rd64W909M93k,Restoran Ramen,,,,,,
Toko Kopi TUKU - Ciledug Karang Tengah,4.8,808.0,"Jl. Pondok Surya Raya, RT.002/RW.004",Kota Tangerang,Banten,ID,https://tuku.coffee/,,Kedai Kopi,,,,,https://www.google.com/maps/search/?api=1&query=Toko%20Kopi%20TUKU%20-%20Ciledug%20Karang%20Tengah&query_place_id=ChIJGdlKtlD5aS4RURuj8PoLKuM,Kedai Kopi,,,,,,
Baia Nonna Jakarta Premium Outlet,4.8,983.0,"Jakarta Premium Outlet, Jl. Jalur Sutera Boulevard No.41 Lantai 1 Suite 1430, RT.03/RW.06",Kota Tangerang,Banten,ID,https://www.gfculinary.com/restaurant/baia-nonna,+62 21 5881392,Restoran Asia Tenggara,Restoran,,,,https://www.google.com/maps/search/?api=1&query=Baia%20Nonna%20Jakarta%20Premium%20Outlet&query_place_id=ChIJozAveQD5aS4RyoxxrtkLOXY,Restoran Asia Tenggara,,,,,,
Saung mang pendi,4.5,1630.0,Jl. Raya Serang - Pandeglang No.Km. 3,Kota Serang,Banten,ID,,+62 254 7822742,Restoran,Restoran Indonesia,Restoran Sunda,,,https://www.google.com/maps/search/?api=1&query=Saung%20mang%20pendi&query_place_id=ChIJbYaitoX1QS4R_VjupJKShKg,Restoran,,,,,,
Coffee Rider Campus,4.7,732.0,"Jl. Gatot Subroto No.9C, RT.003/RW.002",Kota Tangerang,Banten,ID,http://coffeerider.carrd.co/,+62 813-1572-7326,Kedai Kopi,,,,,https://www.google.com/maps/search/?api=1&query=Coffee%20Rider%20Campus&query_place_id=ChIJacf4f9f-aS4RxDqOqoBtTlU,Kedai Kopi,,,,,,
Kulumanu Kopi,4.8,1346.0,"Jl. Bahagia No.48, RT.004/RW.005",Kota Tangerang,Banten,ID,https://www.instagram.com/kulumanukopi/,+62 813-8005-5055,Kedai Kopi,,,,,https://www.google.com/maps/search/?api=1&query=Kulumanu%20Kopi&query_place_id=ChIJgdqEP3v5aS4Rd3pmqfJ_YOE,Kedai Kopi,,,,,,
Gn. Luhur,4.6,619.0,,,,,,,Puncak Gunung,,,,,https://www.google.com/maps/search/?api=1&query=Gn.%20Luhur&query_place_id=ChIJ55k8Uz5jQi4RKIPMT1S07wE,Puncak Gunung,,,,,,
Alun-Alun Kota Serang,4.3,9039.0,"V5M2+5P3, Jl. Veteran",Kota Serang,Banten,ID,,,Taman Kota,Taman Nasional,,,,https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Kota%20Serang&query_place_id=ChIJ4ZCtDNaKQS4RBp3KXAcaAM8,Taman Kota,,,,,,
